,Headline,Body ID,Stance
18478,Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue,1689,unrelated
18479,"In Moscow, police are looking for a felon, cut the male genitals",2343,unrelated
18480,China: Satirical site warns citizens over name choices,2526,unrelated
18481,Islamic State claims it executed American photojournalist James Foley,1721,discuss
18482,ISIS fighters ‘have contracted Ebola’,2463,unrelated
18484,Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,2197,unrelated
18485,6 hidden mass graves may hold missing Mexican students,1740,unrelated
18486,"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral",754,unrelated
18487,Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,693,unrelated
18489,Accountant Says Comcast Got Him Fired for Contesting Bogus Charges,86,unrelated
18490,Is Kim Jong-un’s sister now the power behind the North Korean throne?,2473,discuss
18492,Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,1459,unrelated
18493,Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,2529,disagree
18494,"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",280,unrelated
18495,Tropical spider 'burrowed under man's skin through scar' - video report,1602,discuss
18496,Ottawa shooting: Sergeant-at-arms Kevin Vickers hailed a hero for shooting rampaging gunman,1356,discuss
18498,"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)",1791,discuss
18499,"UPDATE: Soldier, gunman who died in Ottawa rampage identified",1239,unrelated
18500,Report: Christian Bale Just Bailed on the Steve Jobs Movie,1841,agree
18501,Not coming to a store near you: The pumpkin spice condom,2269,agree
18503,"Video showing American journalist beheaded believed real, officials and family say",1747,agree
18504,Report: Possible audio tape of Michael Brown shooting,1481,unrelated
18505,Former British Rapper Reportedly Under Investigation for James Foley Beheading,1478,unrelated
18506,ISIS Extremists Claim to Behead British Hostage David Haines,1989,discuss
18507,"Unconfirmed: ISIS Claims Kayla Mueller, American Female Hostage, Is Dead",1293,discuss
18508,ISIL video claims beheading of kidnapped journalist James Foley,726,discuss
18509,ISIS Kobani Update: Possible ISIS Chemical Attack On Kurdish Civilians In Kobani,155,unrelated
18510,"No, Banksy hasn’t been arrested",2051,agree
18511,"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",1291,discuss
18512,"Man chops off own penis, throws it in a dustbin after poor show in bed",1434,discuss
18513,Nasa questions whether crater in Nicaragua caused by meteorite,388,unrelated
18515,Pope Francis tells boy whose dog had died that heaven is open to all,43,unrelated
18516,Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,1481,unrelated
18517,Audio of gunfire in Michael Brown case authenticated by app company,1179,unrelated
18518,Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',1289,unrelated
18519,ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,1679,discuss
18520,"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",1003,unrelated
18521,DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,682,unrelated
18522,Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,570,unrelated
18523,YPG Confirms: Gill Rosenberg Not Captured in Kobani,1319,unrelated
18525,"How did Fake Chinese News Site Dupe Washington Post, Atlantic, BBC?",377,unrelated
18526,Seth Rogen to Play Apple’s Steve Wozniak,689,unrelated
18527,"Paradise is open to all, even dogs, Pope tells boy",2297,agree
18530,Report: Christian Bale Just Bailed on the Steve Jobs Movie,1077,unrelated
18531,Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,2413,unrelated
18532,Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',1972,discuss
18533,"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",2360,unrelated
18534,"Priest Dies, Wakes Up, Claims God Is a Woman. Huh?",913,unrelated
18535,Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1461,discuss
18536,Dylan Thomas Finds Tropical Spider Burrowed Under Skin,2520,unrelated
18537,A viral photo in China shows how to manipulate App Store rankings the hard way,23,unrelated
18538,CNN audio: Is this the moment Michael Brown was shot?,968,unrelated
18539,"No, Saudi TV Did Not Blur Out Images of Michelle Obama",2296,unrelated
18540,Video Purports to Show Beheading of American Journalist,2453,unrelated
18541,Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,1060,discuss
18542,Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,280,unrelated
18544,Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,1923,unrelated
18545,'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',2080,unrelated
18546,Passenger Wears A Hazmat Suit To Dulles Airport [PHOTO],1210,unrelated
18547,BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,1093,unrelated
18551,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",837,discuss
18553,ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,789,unrelated
18555,Doubts cast over Nicaragua meteorite claim,534,unrelated
18556,Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,975,unrelated
18557,"No, a bird didn't poop on Vladimir Putin",1899,unrelated
18558,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",821,unrelated
18559,Sugarhill Gang Rapper Big Bank Hank Dies at 57,2420,unrelated
18560,Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1786,unrelated
18563,"A message from Jim's mom, Diane Foley:",2070,unrelated
18564,Banksy 'Arrested & Real Identity Revealed' Is The Same Hoax From Last Year,667,unrelated
18565,Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,84,unrelated
18567,Watch: ISIS Claims to Have Captured U.S. Airdropped Weapons,816,unrelated
18568,NASA Raises Doubts About Reports of Nicaraguan Meteorite,345,unrelated
18569,"US hostage 'murdered' by militants in Yemen, says Hagel",1649,discuss
18570,Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION),695,unrelated
18572,Time Capsule from Paul Revere and Samuel Adams Discovered in Boston,419,unrelated
18573,‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,2127,unrelated
18574,"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",2016,unrelated
18576,US Marine survives headshot in Afghanistan,2185,unrelated
18577,Real-life Magneto boy 'becomes living magnet' after getting massive electric shock from street lamp,1839,unrelated
18578,Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,2106,unrelated
18579,Christian Bale will not play Steve Jobs,234,agree
18581,No One In North Korea Is Allowed To Share Kim Jong Un's Name,78,unrelated
18582,Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1210,unrelated
18583,Boko Haram denies ceasefire claim by Nigeria's government,1157,unrelated
18585,Iraqi social-media rumors claim IS leader slain,1522,discuss
18586,HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,1289,unrelated
18589,‘Banksy’ Instagram tribute to Charlie Hebdo victims not posted by artist,740,unrelated
18590,Strange mark turns out to be tropical spider burrowing under vacationer's skin,1923,disagree
18593,"Tour, agent: Tiger Woods not banned",2432,unrelated
18594,Nigeria and Boko Haram 'agree ceasefire and girls' release',1541,unrelated
18596,Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1358,unrelated
18597,Homeland Security: No ISIL fighters on U.S. border,1483,unrelated
18599,That powerful Lego letter to parents from the 1970s? It's real,467,unrelated
18600,Somalia Shebab chief Ahmed Abdi Godane likely dead in US strike: Source,2506,unrelated
18601,The news of Cesar Millan's death is false,2247,unrelated
18602,Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,611,discuss
18603,American hostage in Yemen freed in military raid-Defence Ministry,825,discuss
18605,'Snake wine' to the rescue of Kim Jong-un's love life,2296,agree
18606,Media outlets identify 'Jihadi John',1107,unrelated
18607,"Obama, Outraged Over Beheading, Vows to Stay on Course",2127,unrelated
18610,"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",125,unrelated
18611,Saudi Arabian cleric issues fatwa against snowmen,417,agree
18612,Apple may launch 12-inch MacBook Air with Retina Display,1179,unrelated
18613,Ferguson riots: audio may have captured Michael Brown shooting,1299,unrelated
18614,"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",1948,unrelated
18615,"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?",1210,unrelated
18616,Audio recording allegedly captures moment Michael Brown was shot,662,unrelated
18617,'Spiderman' squished: Experts debunk claims,43,unrelated
18618,"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",505,unrelated
18620,North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,2225,agree
18622,Shots Heard In Alleged Brown Shooting Recording [AUDIO],2250,discuss
18623,"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",1438,unrelated
18625,UPDATE: Internet report of Ebola outbreak in Purdon not true,1403,unrelated
18626,"Small meteorite strikes Nicaragua, government says",731,unrelated
18628,This Woman Is Wrongly Being Called A Sexual Predator After Her Private Sex Tape Was Used For A Hoax,1153,unrelated
18629,Seth Rogen to Play Apple Co-Founder Wozniak in Steve Jobs Biopic,1966,unrelated
18630,Bali Awry,1848,unrelated
18631,Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,388,unrelated
18632,ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,981,agree
18635,"Video showing American journalist beheaded believed real, officials and family say",2115,unrelated
18636,Kevin Vickers Hailed As Hero For Reportedly Shooting Gunman Inside Parliament,1666,discuss
18637,Luke Somers 'killed in failed rescue attempt in Yemen',2015,unrelated
18638,White House Fence Jumper Pushed Past Female Guard,1137,unrelated
18640,See the Crater a Meteorite Made in Nicaragua,1917,unrelated
18641,"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",1989,agree
18642,Video Purports To Show Beheading Of U.S. Journalist By Militants,2115,unrelated
18643,Alleged audio of Michael Brown shooting released,1692,discuss
18644,'Jihadi John' named as Mohammed Emwazi from London,1252,unrelated
18645,Nasa questions whether crater in Nicaragua caused by meteorite,345,unrelated
18647,"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen",490,unrelated
18650,Christian Bale in Talks to Play Steve Jobs (Exclusive),844,unrelated
18651,Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,1938,agree
18652,Texas City plumber's truck ends up in Syrian war,472,unrelated
18653,Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,2261,unrelated
18654,SEE IT: NBC meteorologist Mike Seidel appears to relieve himself during broadcast; network says he was looking for phone,258,unrelated
18655,Insurgents killed in Nigeria despite alleged truce with Boko Haram,320,unrelated
18656,Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,254,agree
18657,"Wildest Apple Watch rumor yet: 100,000 apps at launch",1271,unrelated
18658,Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',2463,unrelated
18659,Video Purports To Show Beheading Of U.S. Journalist By Militants,2296,unrelated
18660,Alleged audio of Michael Brown shooting released,1921,unrelated
18661,Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking,2016,unrelated
18664,US officials: Video shows American's execution,381,unrelated
18665,Kim Jong-Un's sister reportedly running N. Korea,1817,unrelated
18666,'No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,1197,unrelated
18667,"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",2415,unrelated
18668,Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,190,unrelated
18669,Soldier shot in Ottawa at War Memorial,2338,unrelated
18670,ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,1849,unrelated
18671,LOL: RICH JOHNSTON SAYS THE BATMOBILE HAS BEEN STOLEN IN DETROIT,251,unrelated
18672,"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",919,unrelated
18673,NEWS/ All Dogs Go to Heaven! Pope Francis Confirms Paradise Is Open to All of God's Creatures,719,unrelated
18675,Heartwarming video shows son revealing he’s paid off parent’s mortgage as a Christmas gift,377,unrelated
18676,US officials: Video shows American's execution,2070,unrelated
18677,North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,1358,unrelated
